Job Title,Company Name,Location,Salary,Description,link
Logistics Analyst,Zero Down Supply Chain Solutions,Temporarily Remote,"$35,000 - $45,000 a year","A collective energy and ambition. A place where you can make a real difference.

We’re a company that genuinely cares about our people, our products, our consumers and the environment.

Our unique, informal culture champions courage, determination and collaboration. Knowing we have an open and supportive team means each of us has the freedom to take responsibility and ownership. We have a shared passion to work hard, innovate and push boundaries.
United by the belief that when we strive for growth, anything is possible. While we might not be the largest company in our industry, we believe we can have the biggest impact because: Together We Have the Power to Win.
The Customer Logistics Analyst , International is responsible for order execution and maintenance in accordance with customer, country, and Church & Dwight requirements. This position will work with both the Export and Canada Customer Logistics teams.
Location: Remote
Role Accountabilities and Responsibilities
Process purchase orders in accordance with customer and C&D requirements
Proactively resolve potential service issues through effective communication with regional sales and marketing teams, supply planning team, credit team and customers
Process sample orders in accordance with established C&D guidelines
Effectively communicate with carriers and customers concerning returns and damage product
Form and maintain positive relationships with key internal/external customers
Research and provide proper documentation in accordance with customer and country regulations
Schedule delivery appointments and book orders through freight forwarders and C&D transportation team
Demonstrates the ability to perform with limited supervision and with acute problem resolution skills
Refines processes and encourages other team member’s use of best practices
Education and Experience
BS/BA required
2+ years of related experience required
Knowledge of export shipping standards and regulations preferred
International hazardous shipping certification (IATA, IMDG) a plus
Knowledge of another language is a plus
Skills and Competencies
The successful candidate will have the ability to be well organized and handle multiple priorities in a fast paced and team oriented environment
Proficient with MS Office; Advanced Microsoft Excel skills preferred
Excellent interpersonal skills, both verbal and written
Intermediate knowledge of SAP order execution and problem resolution
Church & Dwight is proud to be an Equal Opportunity Employer/Veterans/Individuals with Disabilities.


For more information on our company, our brands and our culture visit us at http://www.churchdwight.com/",https://www.indeed.com/rc/clk?jk=242039f5457f48e8&fccid=3d4e8118007f9055&vjs=3
Apple Support- Inventory Analyst,Apple,"Austin, TX",,"Summary
Posted: Nov 8, 2021
Role Number: 200297677
Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. The people here at Apple don’t just craft products - they build the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it! This position will be located on-site in Austin, Texas.
Key Qualifications
Strong communication skills both verbal and written
Quick learner, adaptable and ability to multi-task
Strong knowledge/aptitude of SAP
Extraordinary cross-functional team engagement skills and experience
Ability to maintain a positive attitude in a dynamic and fast-paced work environment
Strong work ethic with a high degree of flexibility
Strong analytical skills
Multi-functional collaboration, strong drive and ability to influence partners (accountability without control)
Experience with SAP preferred
Experience with Excel and Keynote
Prior experience in inventory management or supply chain planning
Ability to build relationships across channels and functions to drive success worldwide
Independent self-starter who can manage multiple priorities in a rapidly changing environment
Experience with projects from scoping and design to planning and implementation
Effective presentation skills, especially at the executive level
Experience working in a large, complex, global organization
Demonstrated experience designing and implementing structure, focus, and standardization within a reporting and data analytics environment, including the development of standard methodologies across functions and regions
Ability to quickly gain credibility and marshal resources in a global organization, including influencing decisions and facilitating change management through collaboration and leadership
Great teammate with a positive attitude, solid sense of empathy and ability to be decisive
Willingness to work at a very detailed level while still being able to abstract ideas for communication to multi-functional teams and senior management
Description
AppleCare Channel Service Support (CSS) Analytics AMR Team is seeking a highly-motivated professional for the role of Inventory Analyst. As part of the AMR Channel Operations Consignment Team, the Inventory Analyst will be responsible for auditing and reconciling the Apple inventory consigned to our ASP partners and Repair Centers. Additional responsibilities include resolving Tier 2 escalations from our AppleCare Channel Support Offline teams related to consignment repair issues and adjustments. The successful candidate will be responsible for process management and administrative tasks related to Consignment processes and systems. This position will require a high degree of collaborative effort and working with other departments. This candidate is expected to operate with a high degree of initiative, creativity, and leadership within the division or department policy guidelines using independent judgment in achieving assigned objectives.
Education & Experience
Bachelor’s Degree or equivalent required; Master's or higher degree in a related field a plus.
Additional Requirements
Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.
We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.",https://www.indeed.com/rc/clk?jk=45496bd6ce8563dc&fccid=c1099851e9794854&vjs=3
Logistics Analyst,ABS,"Arlington, VA 22201 (Clarendon-Courthouse area)",,"A collective energy and ambition. A place where you can make a real difference.

We’re a company that genuinely cares about our people, our products, our consumers and the environment.

Our unique, informal culture champions courage, determination and collaboration. Knowing we have an open and supportive team means each of us has the freedom to take responsibility and ownership. We have a shared passion to work hard, innovate and push boundaries.
United by the belief that when we strive for growth, anything is possible. While we might not be the largest company in our industry, we believe we can have the biggest impact because: Together We Have the Power to Win.
The Customer Logistics Analyst , International is responsible for order execution and maintenance in accordance with customer, country, and Church & Dwight requirements. This position will work with both the Export and Canada Customer Logistics teams.
Location: Remote
Role Accountabilities and Responsibilities
Process purchase orders in accordance with customer and C&D requirements
Proactively resolve potential service issues through effective communication with regional sales and marketing teams, supply planning team, credit team and customers
Process sample orders in accordance with established C&D guidelines
Effectively communicate with carriers and customers concerning returns and damage product
Form and maintain positive relationships with key internal/external customers
Research and provide proper documentation in accordance with customer and country regulations
Schedule delivery appointments and book orders through freight forwarders and C&D transportation team
Demonstrates the ability to perform with limited supervision and with acute problem resolution skills
Refines processes and encourages other team member’s use of best practices
Education and Experience
BS/BA required
2+ years of related experience required
Knowledge of export shipping standards and regulations preferred
International hazardous shipping certification (IATA, IMDG) a plus
Knowledge of another language is a plus
Skills and Competencies
The successful candidate will have the ability to be well organized and handle multiple priorities in a fast paced and team oriented environment
Proficient with MS Office; Advanced Microsoft Excel skills preferred
Excellent interpersonal skills, both verbal and written
Intermediate knowledge of SAP order execution and problem resolution
Church & Dwight is proud to be an Equal Opportunity Employer/Veterans/Individuals with Disabilities.


For more information on our company, our brands and our culture visit us at http://www.churchdwight.com/",https://www.indeed.com/rc/clk?jk=242039f5457f48e8&fccid=3d4e8118007f9055&vjs=3
"Business Analyst, Amazon Logistics",Amazon.com Services LLC,"Nashville, TN",,"
Bachelor’s degree in Business, STEM, Operations, Finance, or related field
3+ years of experience in a business analyst, data analyst or statistical analysis role
Experience with Tableau, AWS QuickSight, Power BI, or other data visualizations software
Experience with Excel, Access, SQL, Perl or other scripting languages

Amazon Logistics (AMZL) is seeking an experienced candidate to identify, create, develop and integrate innovative solutions and programs that lead to improvements in our last mile delivery network. This position will lead the development and execution of new worldwide transportation initiatives designed to improve overall efficiency and meet the ever-growing demand for last mile capacity. The successful candidate will have strong data mining and modeling skills and is comfortable facilitating ideas and working from concept through to execution.

Key Job Responsibilities:

Retrieving and analyzing data using Excel, SQL, Access and other data management systems.
Monitoring existent metrics, analyzing data and partnering with internal teams to identify process and system improvement opportunities.
Designing and implementing reporting solutions to enable stakeholders to manage the business and make effective decisions.
Supporting cross-functional teams on the day-to-day execution of the existent program implementation.
Driving small to medium operational enhancement projects.
Managing a team of individuals
Research and implement cost reduction opportunities.
Excellent problem-solving, task prioritization, follow-up, and customer service skills.
Ability to work well in a team environment
Ability to work in an ambiguous environment with little guidance or supervision
3+ years of experience in using scripting languages such as Python and R
Experience in modeling and analyzing complex logistics networks
Advanced SQL skills
Demonstrated evidence of reducing transportation, labor and inventory costs through application of logistics and supply chain optimization methodologies.
Experience communicating across all levels of management, peers, and clients
Experience using route and load optimization tools as well as transportation management systems
Advanced degree in Logistics or Transportation
Analyst/Project Management experience

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us",https://www.indeed.com/rc/clk?jk=65299f638ddfa308&fccid=fe2d21eef233e94a&vjs=3
Data Center Logistics Analyst,Meta,"Newton County, GA",,"Facebook is seeking an experienced Field Logistics Analyst to focus on Data Center Field and Warehouse operations. This person will be responsible for supporting the regional field leads to develop and implement consistent processes. This position requires communication skills, collaboration, a natural orientation to process analysis and optimization, the understanding of logistics processes and systems, and experience with data analysis and project management.


Develop, refine, and maintain documentation that captures and distributes the processes and policies for executing safe, effective logistics operations in Facebook data centers
Identify gaps in operations and present solutions to standardize operations across the data center regions
Build and support cross-functional relationships with internal partners drive effective communication channels supporting operations management
Help produce monthly audit of compliance to ensure meeting all inventory controls
Support month/quarter and year end requirement to ensure appropriate financial reporting
Enable and support leaders to understand business requirements, implement new processes and contribute to ongoing process improvements
Drive inventory reconciliation process to identify risk, manage obsolescence, and correct errors impacting product movement
Support improving operational and system gaps from the various warehouse and vendor entities to meet all compliance requirements
Raise the visibility of field issues that require better systemic controls to central logistics for the development of improved processes
Work with field leads, vendors and contract labor to develop and execute action plans in the implementation of these new processes
Develop a dynamic logistics operations assessment program to ensure consistent implementation and sustainment of processes across all field entities
Generate metrics highlighting performance and trends within the data center field and warehouse operations
Support the execution of Sarbanes-Oxley requirements, analyze discrepancies and help working teams develop root cause corrective actions and trend improvements
Help define and manage ongoing KPI’s to measure process compliance and logistics operations performance
Partner in developing shared solutions when inconsistencies are identified
10% travel required


Bachelor’s degree in supply chain, operations management, business management and/or any other business-related field, or equivalent work experience
Knowledge in as-is/to-be business process mapping, gap analysis, requirements elicitation and data analysis
Experience working independently, prioritizing, and managing one's time
Experience with ERP, TMS, CMS, WMS systems – Oracle, Excel or any other analytics tools
Communication, problem solving, and interpersonal experience


Experience in a data center environment
Experience in business analysis/program management
Experience handling project management responsibilities (prioritization, planning, scheduling, status reporting)
Experience in cross-functional projects across multiple teams
Knowledge in Supply Chain process from Procure-to-Pay
Knowledge with Supply Chain and Inventory management models


Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.


Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.",https://www.indeed.com/rc/clk?jk=fc80feb821fc72f4&fccid=ba07516c418dda52&vjs=3
Logistics Analyst (Remote LA County),"Proterra, Inc.","Walnut, CA 91789•Remote",,,https://www.indeed.com/rc/clk?jk=dcb20947d42a06e3&fccid=7d111165d3207c4f&vjs=3
"Analyst, Supply Chain Rotational Leadership Program",VF Corporation,"Denver, CO","$51,840 - $77,760 a year",,https://www.indeed.com/rc/clk?jk=33de93d3831e6423&fccid=c734dc8b03fc4451&vjs=3
Inventory Analyst,Specialized Bicycle Components,Remote,,"Summary
Posted: Nov 8, 2021
Role Number: 200297677
Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. The people here at Apple don’t just craft products - they build the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it! This position will be located on-site in Austin, Texas.
Key Qualifications
Strong communication skills both verbal and written
Quick learner, adaptable and ability to multi-task
Strong knowledge/aptitude of SAP
Extraordinary cross-functional team engagement skills and experience
Ability to maintain a positive attitude in a dynamic and fast-paced work environment
Strong work ethic with a high degree of flexibility
Strong analytical skills
Multi-functional collaboration, strong drive and ability to influence partners (accountability without control)
Experience with SAP preferred
Experience with Excel and Keynote
Prior experience in inventory management or supply chain planning
Ability to build relationships across channels and functions to drive success worldwide
Independent self-starter who can manage multiple priorities in a rapidly changing environment
Experience with projects from scoping and design to planning and implementation
Effective presentation skills, especially at the executive level
Experience working in a large, complex, global organization
Demonstrated experience designing and implementing structure, focus, and standardization within a reporting and data analytics environment, including the development of standard methodologies across functions and regions
Ability to quickly gain credibility and marshal resources in a global organization, including influencing decisions and facilitating change management through collaboration and leadership
Great teammate with a positive attitude, solid sense of empathy and ability to be decisive
Willingness to work at a very detailed level while still being able to abstract ideas for communication to multi-functional teams and senior management
Description
AppleCare Channel Service Support (CSS) Analytics AMR Team is seeking a highly-motivated professional for the role of Inventory Analyst. As part of the AMR Channel Operations Consignment Team, the Inventory Analyst will be responsible for auditing and reconciling the Apple inventory consigned to our ASP partners and Repair Centers. Additional responsibilities include resolving Tier 2 escalations from our AppleCare Channel Support Offline teams related to consignment repair issues and adjustments. The successful candidate will be responsible for process management and administrative tasks related to Consignment processes and systems. This position will require a high degree of collaborative effort and working with other departments. This candidate is expected to operate with a high degree of initiative, creativity, and leadership within the division or department policy guidelines using independent judgment in achieving assigned objectives.
Education & Experience
Bachelor’s Degree or equivalent required; Master's or higher degree in a related field a plus.
Additional Requirements
Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.
We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.",https://www.indeed.com/rc/clk?jk=45496bd6ce8563dc&fccid=c1099851e9794854&vjs=3
"Business Analyst, Amazon Logistics",Amazon.com Services LLC,"Nashville, TN",,,https://www.indeed.com/rc/clk?jk=65299f638ddfa308&fccid=fe2d21eef233e94a&vjs=3
Supply Chain Analyst*,3M,"Monroe, NC",,"Job Description:
Supply Chain Analyst
Collaborate with Innovative 3Mers Around the World
Choosing where to start and grow your career has a major impact on your professional and personal life, so it’s equally important you know that the company that you choose to work at, and its leaders, will support and guide you. With a diversity of people, global locations, technologies and products, 3M is a place where you can collaborate with 96,000 other curious, creative 3Mers.
“At 3M, thanks to our culture where people feel like they belong, can grow and are appreciated, we are more than the sum of our parts. Our different perspectives and experiences help us solve some of the world’s toughest challenges together.” – Zoe Dickson, executive vice president and chief Human Resources officer at 3M
This position provides an opportunity to transition from other private, public, government or military environments to a 3M career.
The Impact You’ll Make in this Role
As a Supply Chain Analyst, you will have the opportunity to tap into your curiosity and collaborate with some of the most innovative and diverse people around the world. Here, you will make an impact by:
Advancing Supply Chain processes using system-based planning (Factory Planner), robust standard work, and parameter management
Planning and executing supply chain functions in Factory Planner (MRP), PMCS, PeopleSoft, USS Shipping, and various reporting and analytics tools in Power BI
Working with resident engineering, operations management/team, logistics, and customers to plan production schedules
Participating in SC Tier reviews, where you will give updates regarding output vs forecast, production schedules, capacity and material constraints, backorder recovery timelines, customer due date accuracy (CDDA), and successes and areas for improvement
Developing, testing, implementing, and supporting all functions of Factory Planner, PMCS-NT, Power BI, capacity planning, and Demand/Supply Plan Data Signals
Collaborating with internal 3M sites, external suppliers, Sourcing and Global Value Stream Leadership to resolve issues impacting customer or business needs
Your Skills and Expertise
To set you up for success in this role from day one, 3M requires (at a minimum) the following qualifications:
Bachelor’s degree or higher (completed and verified prior to start) from an accredited institution
Two (2) combined years of supply chain and/or manufacturing experience in a private, public, government or military environment
Additional qualifications that could help you succeed even further in this role include:
Bachelor’s degree or higher in Business Administration in Supply Chain Management or Operations Management (completed and verified prior to start) from an accredited institution
Five (5) combined years of supply chain and/or manufacturing experience in a private, public, government or military environment
Advanced experience working with Factory Planner (MRP), PMCS, PeopleSoft, USS Shipping, and various reporting and analytics tools in Power BI in a private, public, government or military environment.
Possess expertise equivalent to that which is needed to obtain professional certifications in supply chain, logistics, transportation, inventory management or related field
Lean Six Sigma or similar expertise, certification and or training
APICS Certification
Travel: May include up to 10% domestic
Relocation Assistance: May be authorized
Must be legally authorized to work in country of employment without sponsorship for employment visa status (e.g., H1B status).
Responsibilities of this position may include direct and/or indirect physical or logical access to information, systems, technologies subjected to the regulations/compliance with U.S. Export Control Laws.
U.S. Export Control laws and U.S. Government Department of Defense contracts and sub-contracts impose certain restrictions on companies and their ability to share export-controlled and other technology and services with certain ""non-U.S. persons"" (persons who are not U.S. citizens or nationals, lawful permanent residents of the U.S., refugees, ""Temporary Residents"" (granted Amnesty or Special Agricultural Worker provisions), or persons granted asylum (but excluding persons in nonimmigrant status such as H-1B, L-1, F-1, etc.) or non-U.S. citizens.
To comply with these laws, and in conjunction with the review of candidates for those positions within 3M that may present access to export controlled technical data, 3M must assess employees' U.S. person status, as well as citizenship(s).
The questions asked in this application are intended to assess this and will be used for evaluation purposes only. Failure to provide the necessary information in this regard will result in our inability to consider you further for this particular position. The decision whether or not to file or pursue an export license application is at 3M Company's sole election.
Supporting Your Well-being
3M offers many programs to help you live your best life – both physically and financially. To ensure competitive pay and benefits, 3M regularly benchmarks with other companies that are comparable in size and scope.
Resources for You
For more details on what happens before, during and after the interview process, check out the Insights for Candidates page at 3M.com/careers
Learn more about 3M’s creative solutions to the world’s problems at www.3M.com or on Twitter @3M.
Responsibilities of this position include that corporate policies, procedures and security standards are complied with while performing assigned duties.
Our approach to flexibility is called Work Your Way, which puts employees first and drives well-being in ways that enable 3M’s business and performance goals. You have flexibility in where and when work gets done. It all depends on where and when you can do your best work.
Pay & Benefits Overview: https://www.3m.com/3M/en_US/careers-us/working-at-3m/benefits/
3M is an equal opportunity employer. 3M will not discriminate against any applicant for employment on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or veteran status.
Please note: your application may not be considered if you do not provide your education and work history, either by: 1) uploading a resume, or 2) entering the information into the application fields directly.
3M Global Terms of Use and Privacy Statement

Carefully read these Terms of Use before using this website. Your access to and use of this website and application for a job at 3M are conditioned on your acceptance and compliance with these terms.",https://www.indeed.com/rc/clk?jk=acc946ff422ad204&fccid=595d42593839d3a2&vjs=3
