Job Title,Company Name,Location,Salary,Description,link
"Database Administrator (Dallas, TX)",USPI,"Dallas, TX 75201",,"The role has exposure to all aspects of database administration – e.g., installation/upgrade/patching, backup and recovery, performance and tuning, security, data loads, and database copies. It also includes the running of data fix scripts, daily checks (e.g., database backups), automating tasks, maintaining data feeds, and investigating problems.

Primary duties and responsibilities :
Write solid queries, stored procedures, functions, and triggers

Monitor database operations and performance

Support data migrations and upgrades

Create data fixes to address data quality or inconsistency issues

Provide operational support and reporting for data feeds, system performance, availability events, and monitoring.

Participate in continuous improvement efforts in enhancing database performance and providing increased functionality, including performing maintenance, monitoring activity, and documenting problems, changes, and solutions

Follow coding and other standards per team practices

Learn about on the latest tools and patterns consistent with your role

Work on scheduled rotation for after-hours on-call responsibilities

Other duties as assigned

Qualifications:
College graduate with BA/BS degree or equivalent certifications and/or work experience
3+ years’ experience as a database administrator in a Microsoft SQL environment using SQL Server 2012 or newer
Prior experience as a database administrator in a Microsoft SQL environment using Azure SQL Database a plus

Prior experience with health information systems and/or patient financial service systems preferred

Strong SQL and relational database design/development skills

Development experience with SQL Server, T-SQL, and SSIS (ETL)

Working knowledge of hospital information systems and understanding of health care system integration

Excellent written and verbal communications skills

Job:
Corporate

Primary Location:
Dallas, Texas

Facility:
USPI Staff

Job Type:
Full-time

Shift Type:
Days",https://www.indeed.com/rc/clk?jk=38876ce9865c6142&fccid=a656808979fe3741&vjs=3
USMC TSO Oracle Database Administrator,General Dynamics Information Technology,"Kansas City, MO",,"Travel Required: None
Public Trust: None
Requisition Type: Regular
Join General Dynamics IT and be a part of the team of men and women that solve some of the world’s most complex technical challenges. The US Marine Corps Technology Services Organization (USMC TSO) program is seeking a Database Analyst to join their team in Kansas City, MO.
The DBA:
Analyzes customer requirements and provides technical solutions to a wide range of difficult problems.
Applies knowledge of API (Application Programing Interface) for data services and databases.
Designs, develops, builds, analyzes, evaluates, installs and administers database management systems to include database modeling and design, relational database architecture, metadata and repository creation and configuration management.
Designs and implements databases with respect to access methods, access time, batch processes, device allocation, validation checks, organization, ETL tasks, protection and security, documentation, and statistical methods
Prepares system requirements, source analysis and process analyses and design throughout the database implementation.
Defines database organizations, standards, controls, procedures, and documentation.
Maintains current knowledge of relevant technology as assigned.
Provides guidance and leadership to less-experienced database personnel.
Performs database administration duties in support of the mid-tier Marine Corps enterprise pay, personnel, and financial management systems support by the TSO. Will be required to work after hours or be on-call in support of the production incidents or scheduled maintenance. Must be experienced and capable of managing Oracle instances. Position requires
Basic Qualifications:
BS degree; additional years of experience may be considered in lieu of degree
5+ years experience with Oracle database software installation, basic configuration, and software updates to include experience with version 11g or 12c and Oracle RAC. Experience configuring and maintaining an Oracle Enterprise Manager (OEM).
Experience with Oracle database maintenance functions such as database availability, object and data updates, backup/restores, database privileges, and running executable scripts or procedures to include experience with version 11g or 12c.
Experience with Oracle database query creating and modifying database queries to include experience with version 11g or 12c.
Security+
Secret clearance
WHAT CAN GDIT OFFER YOU?
Excellent customizable health benefits (Medical, Dental and Vision)
401K with company match
Flexible work week
Educational Assistance and eLearning
Internal mobility team dedicated to employee advancement
Rewards and Recognition programs
Innovative and collaborative environment encouraging of highly motivated critical thinking
This position requires being fully vaccinated against COVID-19 by January 18, 2022 or the start date, if after January 18. Individuals who work in or reside in Texas or Montana or work outside of the United States may be excluded from this requirement.

We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.

GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.",https://www.indeed.com/rc/clk?jk=ca5b88042f0c142b&fccid=11caadcdc98800d4&vjs=3
Senior Database Administrator (Remote Opportunity),Akamai,"Fort Lauderdale, FL•Remote",,"Responsible for leading the installation, configuration, creation and administration of Oracle Database in Linux (Redhat, Oracle), Windows (2000/2003/2008) and VWware ESK platforms; direct and support the installation and configuration of Oracle Clusterware and Oracle RAC (Real Application Clusters) Databases for high availability; lead the implementation of Oracle databases for high availability; oversee implementing of Oracle database security (roles, privileges, authentication); creating and managing physical/logical database objects; allocating and managing physical/logical storage structures; support Oracle table partitioning and maintenance, as well as Oracle GoldenGate bidirectional replication; lead the installation and configuration of Goldengate 12.1.2 and 12.2.2 versions on 11G databases and 12c on 2,4,6,8 node Cluster’s and EX-DATA servers; oversee the installation and configuration of Oracle Enterprise Manager Cloud Control 12c; responsible for tuning the database for performance by running ASH/AWR report and by changing the initialization parameters and SGA memory structures; utilize Linux, VWare ESK platforms, Oracle RAC Database, Golden Gate and REDHAT to perform duties; optimizing database performance by analyzing tables and indexes; support Oracle Database Migration and upgrade from 10g to 11g and applying the patch sets and CPU patches; responsible for the upgrades and various Oracle various Oracle versions and databases; support database monitoring using Oracle Grid control; responsible for standards and design of physical data security administration; lead capacity planning of database objects for future storage requirements and writing scripts to create database objects with proper storage parameters; support developing Korn shell, SQL, PL/SQL and Windows scripts to automate daily routing DBA tasks, and also On-Call rotation..

Location: Canton, MI and multiple undetermined worksites throughout the US;

Education: Masters – Information Systems, Computer Science, or in a related field of study (will accept equivalent foreign degree);

Training: None

Experience Required: One (1) year in the position above, as an Oracle Database Administrator, as a Database Analyst, or in a related occupation;

Other Requirements: Experience must include one (1) years use of Linux, VWare ESK platforms, Oracle RAC Database, Golden Gate and REDHAT.

Will also accept any suitable combination of education, training, and/or experience.

Salary: $85,000 per year

Employer Contact:

Dileep Tiwari; Vice President

Galaxy Software Solutions, Inc.

5820 N. Lilley Road, Suite 8

Canton, MI 48187",https://www.indeed.com/rc/clk?jk=748f7f55465348a8&fccid=accd2ce890e244c4&vjs=3
Data Base Administrator III,Health & Human Services Comm,"Austin, TX 78723 (Windsor Park area)","$4,917 - $8,060 a month","Works under the general supervision of the Child Care Regulations Application Support Group Manager. Provides support in the development and maintenance of data warehouse and reporting systems. Designs, analyzes, configures, implements, administers, and modifies databases for the agency. Develops and maintains complex models and logical database designs. Provides expertise in and participates in the development and implementation of database architectures to meet application performance and security requirements. Develops goals and objectives for the use and improvement of efficient and cost-effective database systems.




Essential Job Functions:
Attends work on a regular and predictable schedule in accordance with agency leave policy and performs other

duties as assigned.

1. Codes database descriptions and specifies identifiers of database to database management system or directs

others in coding database descriptions. Calculates optimum values for database parameters, such as amount of

computer memory to be used by database, following manuals and using calculator. Specifies user access level for

each segment of one or more data items, such as insert, replace, retrieve, or delete data. Specifies which users

can access data bases and what data can be accessed by user. Tests and corrects errors, and refines changes

to database. (25%)


2. Partners with development teams to design data management and governance protocols, manage the information

lifecycle, and design infrastructure and data integration controls.

Get the table design from the development teams and create tables, indexes and other database related objects

for the development teams

Responsible for the development and test databases

Suggest new approaches, tools and features

Removing tables which are no longer needed

Clearing space for new objects in the database

Compiling procedures, packages, triggers

Suggesting on database optimizer usage

Generating explain plans and helping re-writing the SQL statements for better performance

Rebuilding tables with large deletes in regular basis

Reorganizing tables for better performance

Database Data and Program Object: Analysis, Creation and Change Management

Data Modeling

Coordinates and/or conducts the design, analysis, and maintenance of database structures

Establishes and implements necessary database security standards and controls.

Performs and reviews logical and physical data modeling, designs relational database models, and creates

physical data models from logical data models

Interface with Programmers, assist in response code issues by providing technical solutions in accordance with

technical design

The information lifecycle maintenance from Development to Test to User Acceptance to Production cycle for

various implementations of applications, processes and procedures (20%)


3. Develops policies and procedures to guide in the use and acquisition of database software and resources.

Develops and prepares database documentation, procedures and definitions for data dictionaries.

Install and maintain Oracle OEM for performance and maintenance of databases

Work with Customers to Measure and Manage Service Levels

Ensure Effective Flow of Communication Between the DBA Team, Customers, and Management

Basic PeopleSoft Administration Skills

Produce documentation on procedures, issue resolutions, & technical documentation

Data dictionary management for physical storage structures and logical storage structures, database instance,

memory architecture,

application architecture

Data Concurrency and Consistency (20%)


4. Identifies and resolves all issues related to database systems to ensure that systems are online and without service interruption. Builds and manages the database disaster recovery and backup plan. Establishes and implements database security controls and user access levels. (15%)


5. Evaluates and recommends database software packages for potential acquisitions. Plans, coordinates, and supports the installation of database software and migrations to new data management system software levels. Verifies and tests the migrations to ensure data reliability and functionality.

Evaluates, installs, and maintains database software.

Coordinates with business, internal staff, and management regarding any plans to install or upgrade database software.

Developments and tests database software installations, and or upgrade processes.

Ensures that new software meets business requirements. (10%)


6. Develops new and enhances existing standards, processes and procedures, and guidelines for database environments using industry experiences, best practices research, and business needs of the program. Analyzes and reports the performance of database operations against the key database performance metrics. (5%)


7. Other duties as assigned. (Note: For DSHS positions this includes but is not limited to actively participating and/or serving in a supporting role to meet the agency’s obligations for disaster response and/or recovery or Continuity of Operations (COOP) activation. Such participation may require an alternate shift pattern assignment and/or location.) (5%)



Knowledge Skills Abilities:
Knowledge of the principles, practices, and techniques of computer databases, programming, and systems design; of computer operations, systems, and procedures; of project control and cost estimating techniques; of computer database application systems; of computer programming languages; of data processing flowcharting techniques; of database structures and theories; of current database technologies; and of data analysis and evaluation techniques.

Strong logical and analytical thinker.

Able to communicate technical information effectively, both orally and in writing to establish and maintain effective working relationships with customers, coworkers and vendors

Skill in complex problem solving and critical thinking, and in the use of a computer and applicable software.

Attention to detail

Able to find root causes of problems and quickly determines efficient solutions

Can anticipate risks and mitigate in the moment

Comfortable under high-stress and exhibits poise and focus

Strong verbal and written communication skills

Proficient with relational databases (e.g. Oracle, SQL Server, MS Access)

In-depth knowledge of SQL

Ability to coordinate the development and dissemination of technical content for a variety of users

Ability to identify and define user task needs, to process information logically, to conduct short-range and long-range project planning studies, and to assign work to others.


Registration or Licensure Requirements:
N/A


Initial Selection Criteria:
Graduation from an accredited four-year college or university with a major in computer Science, Engineering, Business Administration, Management or related field. May substitute direct work experience on a year-for-year basis. Minimum of 7 years’ experience as a Database Administrator.


Two plus years of ETL experience using the Informatica suite of tools preferred.



Additional Information:
In compliance with the Americans with Disabilities Act (ADA), HHS agencies will provide reasonable accommodation during the hiring and selection process for qualified individuals with a disability. If you need assistance completing the on-line application, contact the HHS employee service center at 1-888-894-4747. If you are contacted for an interview and need accommodation to participate in the interview process, please notify the person scheduling the interview.


MOS Code:
Note: Military occupation(s) that relate to the initial selection criteria and registration or licensure requirements for this position may include, but not limited to: 25B, IT, 275, 0651, 3D0X2. All active duty military, reservists, guardsmen, and veterans are encouraged to apply if qualified to fill this position. For more information see the Texas State Auditor’s Military Crosswalk at http://www.hr.sao.state.tx.us/Compensation/JobDescriptions.aspx.

HHS agencies use E-Verify. You must bring your I-9 documentation with you on your first day of work.
I-9 Form - Click here to download the I-9 form.
In compliance with the Americans with Disabilities Act (ADA), HHS agencies will provide reasonable accommodation during the hiring and selection process for qualified individuals with a disability. If you need assistance completing the on-line application, contact the HHS Employee Service Center at 1-888-894-4747. If you are contacted for an interview and need accommodation to participate in the interview process, please notify the person scheduling the interview.",https://www.indeed.com/rc/clk?jk=7cb65c3cbe084437&fccid=113517153f849886&vjs=3
Oracle Banner Database Administrator (DBA) - Remote,Strata Information Group,"San Diego, CA 92110 (Old Town area)•Remote",,"SIG is seeking an experienced Oracle DBA specializing in the Ellucian Banner ERP. The ideal candidate will have a minimum of five to ten years’ experience working as a consultant or at a college or university as a DBA responsible for the Ellucian Banner product with technical project lead responsibilities. SIG offers competitive salaries and benefits. This role is remote. SIG is an Equal Employment Opportunity/Affirmative Action Employer.
Required Qualifications of the Oracle Banner DBA:
Experience serving as a leader and Oracle Banner expert within the IT department at a college or university
Thorough understanding of the technical architecture of the Ellucian Banner software suite, including the latest release – Banner 9
Experience installing and configuring Banner 9 and all related tools and products
Five to ten years of experience supporting an Oracle database environment and related tools
Five to ten years of experience conducting database tuning, maintaining security, conducting backups, and optimizing Oracle Banner technical environments
Demonstrated experience supporting the integration and maintenance of third-party applications that integrate with the Banner ERP. Examples include Touchnet, Cashnet, Atomic, NelNet, Kronos, Webfocus, Evisions Intellecheck and learning management systems such as Canvas or Moodle
Experience with tools such as GIT, Ellucian Solution Manager (ESM), Application Navigator, Banner 9 Admin Pages and Self-Service, Jenkins Agent and Ellucian Ethos Identity and Integration services
Ability to quickly and accurately troubleshoot database issues and offer effective solutions
A demonstrated understanding of application single sign-on for the Banner 9 release
Ability to manage multiple complex and time sensitive projects simultaneously
Responsibilities of the Oracle Banner DBA:
Provide support of the Oracle database and related tools for multiple clients
Review and install updates and patches for the Banner ERP and related 3rd party products
Conduct database tuning, security, backups, and optimization of the database for the Banner ERP
Create, maintain and upgrade ERP environment including Tomcat and Webfocus servers
Provide troubleshooting assistance with issues related to user logins and single sign on for Banner9
Provide senior technical leadership to assist clients with complex technical planning and task management for clients implementing all the Ellucian Banner products",https://www.indeed.com/rc/clk?jk=49dce17e4f4789bc&fccid=8beff5de71bbf600&vjs=3
"SQL Server Database Administrator, Senior",Booz Allen Hamilton,"Arlington, VA•Remote",,"Key Role:
Manage all functions of database administration with specialized expertise in application programming and design. Apply highly technical expertise and support in the use of DBMSs. Evaluate and recommend available DBMS products to support validated user requirements. Define file organization, indexing methods, and security procedures for specific user applications. Analyze, implement, and maintain database backup and recovery procedures for processing environments and ensure data integrity, security, and recoverability are built into the DBMS applications. This position is open to remote delivery anywhere within the U.S., to include the District of Columbia.
Basic Qualifications:5+ years of experience with configuring and administering database management systems (DBMS)3+ years of experience with configuring and administering Microsoft SQL applications and developing database backup and recovery processes, including migrating SQL Server Databases from 2012 to 2016Experience with Database Performance Tuning and with setting and maintaining database standardsKnowledge of implementing server STIGs and DoD policies in database systems and applicationsKnowledge of Microsoft Server 2012 and Server 2016 Operating SystemsKnowledge of database automation using scripting using Powershell or BashSecret clearanceHS diploma or GEDDoD 8570 IAT II Certification
Additional QualificationsKnowledge of Oracle, 12c, and 19c, and Red Hat Enterprise LinuxKnowledge of configuring and administering Weblogic and Oracle Access Manager
Clearance:
Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; Secret clearance is required.
Compensation:
The proposed salary range for this position in Colorado is $101,000 to $187,500. Final salary will be determined based on various factors.
At Booz Allen, we celebrate your contributions, provide you with opportunities and choice, and support your total well-being. Our comprehensive benefit offerings include healthcare, retirement plan, insurance programs, commuter program, employee assistance program, paid and unpaid leave programs, education assistance, and childcare benefits.
We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change.
#LI-AH1, #LI-Remote",https://www.indeed.com/rc/clk?jk=d10928a3b3df0747&fccid=4e041af1d0af1bc8&vjs=3
Database Administrator,Horizon Industries Ltd,"Vienna, VA 22182•Remote",,"Join the industry leader to design the next generation of breakthroughs
The future is what you make it. When you join Honeywell, you become a member of our global team of thinkers, innovators, dreamers and doers who make the things that make the future. That means changing the way we fly, fueling jets in an eco-friendly way, keeping buildings smart and safe and even making it possible to breathe on Mars. Working at Honeywell isn’t just about developing cool things. That’s why all of our employees enjoy access to dynamic career opportunities across different fields and industries. Are you ready to help us make the future?

As Senior DBA of Database Management organization at Honeywell, you will have opportunity to work with large footprint of various database technologies and make a difference by establishing a solid foundation for innovation, performance, reliability, and scalability working on on-prem and public cloud solutions leveraging multiple database technologies.


You will have opportunity to work on MS SQL database development, architecture, and operations that are responsible for setting the database strategy and delivering a scalable and reliable data platform that supports Honeywell’s Digital Platform and Applications. Additionally, you will also participate and provide your guidance for the design and implementation of databases in global high availability and high-performance environments. You will be working with leads to maintain the MS SQL database models across all applications, design new solutions at the cutting edge of distributed database technology and will deliver large scale systems that will have an impact on revenue growth.
Key Responsibilities:
Involve on adoption of strategic platforms for MS SQL database - on-premise and Cloud Infrastructure
Collaborate on Database Automation activities to improve process efficiency and risk compliance
Drive Stability initiatives by proactively reviewing and addressing Database performance and capacity trends
Effectively participate and guide - 24x7 operational support shift model
Mentor and guide DBAs blended with young and experienced.
Ready to learn other core database technology like Oracle, MySQL, open source databases.
Stay focused, aggressive, active, lead by example, coordinate and guide the leadership team, and provide value as a strong team player.
Implement High Availability database solutions in MS SQL.
Lead and manage high severity database issues impacting revenue applications working cross functionally across leads of infrastructure, network, and application teams
Ensure centralized 24x7 Database Monitoring and Auditing Tools in place and effective in operation
Create and maintain reliable CMDB inventory for your area of responsibility along with connected assets.
Review consistently on the usage of database inventory on-going basis and work on consolidation, migration and deletion of assets associated and ensure savings to IT spend
Make sure to delete the vendor unsupported environments and stay in compliance to protect data and systems from any vulnerability
Effective governance of third-party vendor both onshore and offshore
Engage completely into full lifecycle of Database environment (Plan, Build, Patch, Run)
Risk and Control oversight of DB environment ensuring engagement with DB Security and Engineering teams
Provide guidance to Operational Database Support teams to troubleshoot and investigate Business impacting performance issues on need basis.
Apply technical expertise to strategize for current/future technological developments and serve as point of contact for technical questions
Apply knowledge of concepts and procedures to resolve issues
Create and maintain processes and documentation for various database activities including architecture, user access, user termination, DB creation, DB migration, DB security, Service Now knowledge etc.,
Contribute to formulation of strategies for infrastructure technologies functional areas across various business sectors
Ensure ongoing compliance with regulatory requirements, evaluate controls to help mitigate negative outcomes through prevention, detection and correction – SOX/PCI/GDPR/Export compliance etc.,
Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Honeywell, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing.
Engage in cross-platform training & in bits and bytes sessions on technology trends, create opportunities for career growth, and train the resources across various technologies
YOU MUST HAVE:
Bachelor’s degree
6+ years of hands-on experience with MS SQL
2+ years of hands-on experience of database technology in Azure, and AWS
4+ years’ experience of Database Tuning
4+ years of hands-on experience with Database Platform including Governance Integration, Security and Operations
Must be US Citizen or Permanent Resident (PR)
WE VALUE:
Experience in all aspects of the software development lifecycle including requirements gathering, design, coding, testing and production support
Experience in transforming to and from on premise environment to cloud technology
Excellent oral, written and collaborative communication skills.
The ability to partner effectively across IT teams, suppliers and business customers on cross-functional projects and process improvements
Strong interpersonal skills - effective listening and be a motivated team player.
Self-motivated, demonstrated bias for action
Skilled in partnering with internal customers at all levels to define problems, identify solutions, and facilitate change
Experience with data protection, business continuity and disaster recovery options, configuration and execution
The ability to be a change agent and promotes positive change in the organization demonstrating drive for continual improvement and efficiency
Ability to effectively deal with critical outages and remediation efforts given risk activities
Effectively demonstrates ability to deliver on complex situations or problems without guidance or supervision
Creative and collaborative problem-solving capability
Experience and Knowledge on Oracle, MySQL databases, No SQL databases and Big data is big plus.
Excellent leadership communication and executive presence
Strong influencing, program and change management skills
Strong business acumen and customer focus
Conveys specific, observable, and/or measurable expectations for each assignment, and verifies understanding and agreement on deliverables and timeframes
Consistently makes timely decisions even in the face of complexity, balancing systematic analysis with decisiveness
Analytical experience with spreadsheet analysis, public presentations, and data management the ability to be a change agent and promote positive change in the organization
The ability to translate business issues / requirements and objectives into technical solutions
Strong knowledge of IT business processes and practices including ITIL methodology



OTHER:
Travel Approximately 15%
Additional Information
JOB ID: HRD145376
Category: Information Technology
Location: 855 S Mint St,Charlotte,North Carolina,28202,United States
Exempt
Honeywell is an equal opportunity employer. Qualified applicants will be considered without regard to age, race, creed, color, national origin, ancestry, marital status, affectional or sexual orientation, gender identity or expression, disability, nationality, sex, religion, or veteran status.",https://www.indeed.com/rc/clk?jk=caab2e0dae7a31e9&fccid=50208b5bf45ee3b8&vjs=3
Database Administrator 4,Apexon,"Plymouth Meeting, PA",,"Pay Rates : USD 0.00/null/null
Job Code : JPC - 16618
No of Positions : 1
Summary: The main function of a database administrator is to plan, coordinate, and implement security and data integrity measures for information systems to regulate access to computer data files and prevent unauthorized modification, destruction or disclosure of information. A database administrator is responsible for planning, coordinating and implementing security measures to safeguard the computer database in addition to sound database design methodologies.


Job Responsibilities:

Sr. DBA/Database Developer, 5+ years hands on experience with Database Design and Advanced Database concepts.

Experience with supporting client business needs, and team leadership.

Technologies:

SQL Server/Azure Database Administration and Optimization
SSIS ETL
SSAS
SSRS
Database backups/restores/integrity validations.
AWS Redshift/Oracle experience a plus.

Education/Experience: Associate's degree in computer programming or relevant field required. Bachelor's degree preferred.",https://www.indeed.com/rc/clk?jk=f514df0c653e3944&fccid=784ed0ea1f56bb8a&vjs=3
Senior Database Administrator (Data Base Administrator IV),TEXAS EDUCATION AGENCY,"Austin, TX 78701 (Downtown area)","$5,785 - $7,784 a month","Responsible for leading the installation, configuration, creation and administration of Oracle Database in Linux (Redhat, Oracle), Windows (2000/2003/2008) and VWware ESK platforms; direct and support the installation and configuration of Oracle Clusterware and Oracle RAC (Real Application Clusters) Databases for high availability; lead the implementation of Oracle databases for high availability; oversee implementing of Oracle database security (roles, privileges, authentication); creating and managing physical/logical database objects; allocating and managing physical/logical storage structures; support Oracle table partitioning and maintenance, as well as Oracle GoldenGate bidirectional replication; lead the installation and configuration of Goldengate 12.1.2 and 12.2.2 versions on 11G databases and 12c on 2,4,6,8 node Cluster’s and EX-DATA servers; oversee the installation and configuration of Oracle Enterprise Manager Cloud Control 12c; responsible for tuning the database for performance by running ASH/AWR report and by changing the initialization parameters and SGA memory structures; utilize Linux, VWare ESK platforms, Oracle RAC Database, Golden Gate and REDHAT to perform duties; optimizing database performance by analyzing tables and indexes; support Oracle Database Migration and upgrade from 10g to 11g and applying the patch sets and CPU patches; responsible for the upgrades and various Oracle various Oracle versions and databases; support database monitoring using Oracle Grid control; responsible for standards and design of physical data security administration; lead capacity planning of database objects for future storage requirements and writing scripts to create database objects with proper storage parameters; support developing Korn shell, SQL, PL/SQL and Windows scripts to automate daily routing DBA tasks, and also On-Call rotation..

Location: Canton, MI and multiple undetermined worksites throughout the US;

Education: Masters – Information Systems, Computer Science, or in a related field of study (will accept equivalent foreign degree);

Training: None

Experience Required: One (1) year in the position above, as an Oracle Database Administrator, as a Database Analyst, or in a related occupation;

Other Requirements: Experience must include one (1) years use of Linux, VWare ESK platforms, Oracle RAC Database, Golden Gate and REDHAT.

Will also accept any suitable combination of education, training, and/or experience.

Salary: $85,000 per year

Employer Contact:

Dileep Tiwari; Vice President

Galaxy Software Solutions, Inc.

5820 N. Lilley Road, Suite 8

Canton, MI 48187",https://www.indeed.com/rc/clk?jk=748f7f55465348a8&fccid=accd2ce890e244c4&vjs=3
Data Base Administrator,Providence IT Solutions,"Baltimore, MD 21237",,"Type: Contract

Duration: Until 1/15/2022
Location: Providence, RI

To be responsible for death clearance process reviews and provide clean output to RICR:
Review all available previous state mortality file matches and National Death Index (NDI) Search submissionsEnter NDI search results into NPCR NDI SAS Programs and create SAS output: True Matches and Manual Review MatchesFrom the NDI True Matches, an ASCII file is to be created with patient ID (NAACCR#20), vital status, cause of death, date of death, and place of death, as specified in the NAACCR Death Clearance ManualAfter Registrars' manual review completion, an ACCESS database is to be exported as a SAS dataset, and an ASCII file is to be created with patient ID (NAACCR#20), vital status, cause of death, date of death, and place of death, as specified in the NAACCR Death Clearance ManualThe two ASCII CVS files are to be used to update the registry databaseReports are to be created to summarize frequencies on selected variables in the two SAS datasets and evaluate any patterns that can be detected on the cancer diagnosis year, cancer type, place of death, cause of death, and date of deathProcess reports are to be created to suggest effective death clearance process

At TCC, we know that having a strong company culture is paramount in sustaining the success and stability of the company, especially within the information technology industry. We place our focus on the people who make our success possible and strive to create an environment that preserves and fosters growth while still promoting the DNA of our company.

Our core values:

Building strong, reliable relationships with our employees, our partners and our clients
Upholding integrity, honesty and respect
Supporting our local community
Encouraging continued education and development
Accessibility: If you need an accommodation as part of the employment process

please contact Human Resources at Email: tcc.recruiting@e-tcc.com

Equal Opportunity Employer, including disabled and veterans.",https://www.indeed.com/rc/clk?jk=92ee083baa1a1d7d&fccid=86323a8dd7edca99&vjs=3
